SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
50,4,8,8,5,Colorado,Arapahoe County,572003,572130,574762,585844,596343,608209,618798,630637,638571,644132,651215
50,4,8,8,7,Colorado,Archuleta County,12084,12084,12046,12022,12133,12218,12233,12393,12832,13317,13765
50,4,8,8,9,Colorado,Baca County,3788,3787,3807,3777,3722,3656,3587,3553,3528,3563,3585
50,4,8,8,11,Colorado,Bent County,6499,6499,6500,6339,5827,5746,5784,5879,5645,5857,5882
50,4,8,8,13,Colorado,Boulder County,294567,294561,295774,300897,305565,310247,313298,319175,322527,324073,326078
50,4,8,8,14,Colorado,Broomfield County,55889,55856,56221,57482,58963,60149,61769,64856,66474,68232,69267
50,4,8,8,15,Colorado,Chaffee County,17809,17809,17808,18030,18153,18358,18453,18600,19089,19651,20027
50,4,8,8,17,Colorado,Cheyenne County,1836,1833,1833,1862,1872,1878,1846,1827,1849,1860,1876
50,4,8,8,19,Colorado,Clear Creek County,9088,9064,9073,9001,9008,9013,9114,9237,9356,9582,9605
50,4,8,8,21,Colorado,Conejos County,8256,8256,8312,8289,8249,8200,8233,8069,8057,8153,8200
50,4,8,8,23,Colorado,Costilla County,3524,3524,3529,3642,3605,3543,3564,3577,3696,3772,3828
50,4,8,8,25,Colorado,Crowley County,5823,5823,5861,5882,5460,5346,5609,5622,5261,5798,5858
50,4,8,8,27,Colorado,Custer County,4255,4255,4283,4228,4222,4265,4344,4438,4593,4873,4954
50,4,8,8,29,Colorado,Delta County,30952,30952,30859,30390,30466,30339,29965,29919,30356,30537,30953
50,4,8,8,31,Colorado,Denver County,600158,599815,603354,620513,635277,649513,664870,683665,696618,705439,716492
50,4,8,8,33,Colorado,Dolores County,2064,2064,2069,2044,2009,2033,1977,1981,2056,2053,2074
50,4,8,8,35,Colorado,Douglas County,285465,285465,286977,292513,298698,306232,314574,321964,328088,335668,342776
50,4,8,8,37,Colorado,Eagle County,52197,52196,52104,52072,52366,52857,53323,53896,54579,54992,54993
50,4,8,8,39,Colorado,Elbert County,23086,23088,23143,23176,23273,23541,24033,24621,25138,25735,26282
50,4,8,8,41,Colorado,El Paso County,622263,622250,626904,637120,645879,655320,663266,674156,688687,700800,713856
50,4,8,8,43,Colorado,Fremont County,46824,46824,46835,47379,47060,46310,46133,46267,46982,47607,48021
50,4,8,8,45,Colorado,Garfield County,56389,56389,56092,56065,56788,56971,57201,57760,58847,59113,59770
50,4,8,8,47,Colorado,Gilpin County,5441,5453,5475,5431,5434,5534,5751,5807,5914,6026,6121
50,4,8,8,49,Colorado,Grand County,14843,14843,14796,14562,14220,14311,14559,14721,15170,15356,15525
50,4,8,8,51,Colorado,Gunnison County,15324,15324,15355,15322,15436,15653,15842,16178,16489,16931,17246
50,4,8,8,53,Colorado,Hinsdale County,843,843,844,825,802,804,773,764,788,791,811
50,4,8,8,55,Colorado,Huerfano County,6711,6711,6680,6527,6565,6463,6396,6407,6579,6645,6889
50,4,8,8,57,Colorado,Jackson County,1394,1393,1389,1357,1325,1336,1385,1352,1357,1379,1399
50,4,8,8,59,Colorado,Jefferson County,534543,534829,535833,540755,546764,552254,559085,565223,571779,575817,580233
50,4,8,8,61,Colorado,Kiowa County,1398,1398,1404,1431,1409,1392,1380,1384,1342,1367,1383
50,4,8,8,63,Colorado,Kit Carson County,8270,8270,8263,8170,8074,8247,8020,8215,7625,7152,7163
50,4,8,8,65,Colorado,Lake County,7310,7310,7264,7342,7253,7265,7320,7442,7584,7753,7824
50,4,8,8,67,Colorado,La Plata County,51334,51335,51343,51794,52369,53287,53788,54609,55258,55541,56310
50,4,8,8,69,Colorado,Larimer County,299630,299615,300450,305237,310856,316258,324061,333309,338926,343993,350518
50,4,8,8,71,Colorado,Las Animas County,15507,15507,15413,15041,14980,14390,14044,14043,14076,14231,14503
50,4,8,8,73,Colorado,Lincoln County,5467,5469,5471,5418,5441,5435,5504,5545,5549,5530,5610
50,4,8,8,75,Colorado,Logan County,22709,22709,22033,21869,21661,21469,21748,21771,21733,21665,21528
50,4,8,8,77,Colorado,Mesa County,146723,146717,146361,147285,147437,147313,147312,148227,149838,151406,153207
50,4,8,8,79,Colorado,Mineral County,712,712,704,711,719,732,703,744,757,759,776
50,4,8,8,81,Colorado,Moffat County,13795,13791,13794,13421,13169,13124,12934,12938,13143,13095,13188
50,4,8,8,83,Colorado,Montezuma County,25535,25541,25577,25474,25475,25544,25516,25722,25999,26148,26158
50,4,8,8,85,Colorado,Montrose County,41276,41277,41186,40972,40654,40555,40596,40576,41168,41785,42214
50,4,8,8,87,Colorado,Morgan County,28159,28159,28243,28453,28257,28236,28120,28237,28143,28228,28558
50,4,8,8,89,Colorado,Otero County,18831,18833,18888,18867,18660,18481,18367,18210,18212,18403,18432
50,4,8,8,91,Colorado,Ouray County,4436,4442,4456,4423,4506,4552,4574,4607,4788,4809,4833
50,4,8,8,93,Colorado,Park County,16206,16204,16280,16055,16048,16184,16384,16736,17362,17920,18556
50,4,8,8,95,Colorado,Phillips County,4442,4442,4470,4400,4416,4385,4395,4329,4283,4297,4286
50,4,8,8,97,Colorado,Pitkin County,17148,17149,17160,17175,17299,17469,17726,17948,17967,17952,17950
50,4,8,8,99,Colorado,Prowers County,12551,12551,12575,12529,12450,12345,12089,11971,11967,12071,12164
50,4,8,8,101,Colorado,Pueblo County,159063,159063,159466,160248,160810,161145,161480,163111,164877,166426,167529
50,4,8,8,103,Colorado,Rio Blanco County,6666,6673,6675,6782,6808,6747,6625,6503,6469,6394,6336
50,4,8,8,105,Colorado,Rio Grande County,11982,11982,12023,11914,11867,11679,11508,11356,11337,11306,11250
50,4,8,8,107,Colorado,Routt County,23509,23506,23448,23264,23285,23612,24083,24422,24787,25346,25733
50,4,8,8,109,Colorado,Saguache County,6108,6108,6136,6187,6331,6242,6198,6251,6406,6643,6843
50,4,8,8,111,Colorado,San Juan County,699,699,708,690,692,691,711,688,689,711,762
50,4,8,8,113,Colorado,San Miguel County,7359,7359,7357,7486,7581,7622,7740,7840,8023,8047,8191
50,4,8,8,115,Colorado,Sedgwick County,2379,2382,2371,2371,2377,2339,2333,2375,2405,2334,2303
50,4,8,8,117,Colorado,Summit County,27994,27994,28077,28046,28307,28738,29330,30126,30676,31004,31007
50,4,8,8,119,Colorado,Teller County,23350,23359,23469,23366,23442,23354,23430,23377,24036,24638,25083
50,4,8,8,121,Colorado,Washington County,4814,4812,4821,4762,4700,4742,4732,4786,4836,4936,4909
50,4,8,8,123,Colorado,Weld County,252825,252847,254198,258783,264058,270126,276037,285033,294965,305274,314305
50,4,8,8,125,Colorado,Yuma County,10043,10043,10049,10134,10103,10135,10182,10050,10080,10015,10020
40,1,1,9,0,Connecticut,Connecticut,3574097,3574147,3579125,3588023,3594395,3594915,3594783,3587509,3578674,3573880,3572665
50,1,1,9,1,Connecticut,Fairfield County,916829,916864,919330,927897,935097,939991,944355,945301,944802,943457,943823
50,1,1,9,3,Connecticut,Hartford County,894014,894033,895226,896776,897694,897724,897493,896358,894170,892931,892697
50,1,1,9,5,Connecticut,Litchfield County,189927,189925,189806,189002,187609,186886,185398,184133,182801,181710,181111
50,1,1,9,7,Connecticut,Middlesex County,165676,165676,165602,166176,165441,165156,164597,163555,163152,162855,162682
50,1,1,9,9,Connecticut,New Haven County,862477,862456,863382,863827,864589,862889,862996,860292,857991,857794,857620
50,1,1,9,11,Connecticut,New London County,274055,274068,273998,273013,274085,272981,271465,269717,268612,267826,266784
50,1,1,9,13,Connecticut,Tolland County,152691,152744,153236,153027,151963,151783,151710,151685,151094,150933,150921
50,1,1,9,15,Connecticut,Windham County,118428,118381,118545,118305,117917,117505,116769,116468,116052,116374,117027
40,3,5,10,0,Delaware,Delaware,897934,897934,899595,907316,915188,923638,932596,941413,949216,957078,967171
50,3,5,10,1,Delaware,Kent County,162310,162349,162955,165097,167288,169029,171458,173129,174528,176445,178550
50,3,5,10,3,Delaware,New Castle County,538479,538479,538750,541866,544861,548383,550851,553658,555403,556419,559335
50,3,5,10,5,Delaware,Sussex County,197145,197106,197890,200353,203039,206226,210287,214626,219285,224214,229286
40,3,5,11,0,District of Columbia,District of Columbia,601723,601766,605085,619602,634725,650431,662513,675254,686575,695691,702455
50,3,5,11,1,District of Columbia,District of Columbia,601723,601766,605085,619602,634725,650431,662513,675254,686575,695691,702455
40,3,5,12,0,Florida,Florida,18801310,18804580,18845785,19093352,19326230,19563166,19860330,20224249,20629982,20976812,21299325
50,3,5,12,1,Florida,Alachua County,247336,247337,247613,249806,251513,252498,255499,259177,264287,266820,269956
50,3,5,12,3,Florida,Baker County,27115,27115,27062,27043,27047,27001,27118,27351,27872,28230,28355
50,3,5,12,5,Florida,Bay County,168852,168852,169205,169541,171749,174606,178305,181387,183384,184046,185287
50,3,5,12,7,Florida,Bradford County,28520,28520,28536,28432,27049,26803,26553,26743,26736,27133,27732
50,3,5,12,9,Florida,Brevard County,543376,543372,543972,544319,546978,550290,555598,565992,577338,588265,596849
50,3,5,12,11,Florida,Broward County,1748066,1748146,1752834,1786955,1814489,1837055,1861602,1885443,1912977,1934471,1951260
50,3,5,12,13,Florida,Calhoun County,14625,14625,14646,14715,14663,14577,14451,14411,14334,14437,14587
50,3,5,12,15,Florida,Charlotte County,159978,159964,159867,159851,162749,164694,168075,172437,177722,181537,184998
50,3,5,12,17,Florida,Citrus County,141236,141229,141171,139756,139175,138830,138833,140311,142850,145512,147929
50,3,5,12,19,Florida,Clay County,190865,190865,191434,192278,193836,195645,198572,202386,207247,212177,216072
50,3,5,12,21,Florida,Collier County,321520,321521,322595,327632,332277,339065,347326,356107,365345,372345,378488
50,3,5,12,23,Florida,Columbia County,67531,67526,67553,67309,67879,67415,67784,68197,69217,69825,70503
50,3,5,12,27,Florida,DeSoto County,34862,34862,34933,34841,35006,34905,35344,35650,36261,37252,37489
50,3,5,12,29,Florida,Dixie County,16422,16422,16401,16405,16154,16083,16038,16352,16461,16636,16700
50,3,5,12,31,Florida,Duval County,864263,864267,865637,872297,880095,885975,896743,910584,925996,937642,950181
50,3,5,12,33,Florida,Escambia County,297619,297620,298039,299357,303397,306677,307951,309332,311537,313258,315534
50,3,5,12,35,Florida,Flagler County,95696,95703,96077,97465,98447,99816,101922,104420,107351,109937,112067
50,3,5,12,37,Florida,Franklin County,11549,11549,11522,11469,11608,11521,11658,11706,11830,11752,11736
50,3,5,12,39,Florida,Gadsden County,46389,47744,47793,47366,46581,46090,46119,46051,46051,45972,45894
50,3,5,12,41,Florida,Gilchrist County,16939,16941,16999,16990,16892,16953,16987,17369,17598,17865,18256
50,3,5,12,43,Florida,Glades County,12884,12881,12870,12836,12670,12672,12952,13111,13420,13608,13724
50,3,5,12,45,Florida,Gulf County,15863,15861,15823,15758,15767,15881,16000,15928,16061,16122,16164
50,3,5,12,47,Florida,Hamilton County,14799,14799,14683,14592,14720,14339,14070,14267,14309,14389,14310
50,3,5,12,49,Florida,Hardee County,27731,27731,27724,27682,27444,27319,27281,27185,27229,27202,27245
50,3,5,12,51,Florida,Hendry County,39140,39143,39013,38977,37887,37831,38508,39325,40103,41144,41556
50,3,5,12,53,Florida,Hernando County,172778,172777,172966,172830,172719,173655,175322,177949,182558,186784,190865
50,3,5,12,55,Florida,Highlands County,98786,98786,98634,98477,98222,98088,98606,100222,102191,104060,105424
50,3,5,12,57,Florida,Hillsborough County,1229226,1229178,1233491,1271110,1281712,1293824,1317571,1348848,1380991,1410115,1436888
50,3,5,12,59,Florida,Holmes County,19927,19924,19845,19838,19696,19595,19566,19270,19389,19448,19477
50,3,5,12,61,Florida,Indian River County,138028,138028,138272,139100,140485,141913,144469,147478,151248,154314,157413
50,3,5,12,63,Florida,Jackson County,49746,49761,49646,49188,49106,48878,48733,48625,48337,48360,48305
50,3,5,12,65,Florida,Jefferson County,14761,14759,14754,14526,14216,14207,14052,14101,13938,14147,14288
50,3,5,12,67,Florida,Lafayette County,8870,8870,8810,8801,8796,8822,8869,8734,8763,8623,8732
50,3,5,12,69,Florida,Lake County,297052,297052,297708,300488,303738,308002,315388,325091,334748,345087,356495
50,3,5,12,71,Florida,Lee County,618754,618754,620454,631031,644243,659920,677361,699530,722386,739506,754610
50,3,5,12,73,Florida,Leon County,275487,275484,275969,278334,283609,281893,283785,285997,286977,291247,292502
50,3,5,12,75,Florida,Levy County,40801,40801,40723,40151,39826,39437,39302,39599,39829,40306,40770
50,3,5,12,77,Florida,Liberty County,8365,8365,8348,8261,8298,8358,8414,8408,8302,8242,8457
50,3,5,12,79,Florida,Madison County,19224,19230,19252,19131,18975,18761,18602,18474,18299,18465,18529
50,3,5,12,81,Florida,Manatee County,322833,322879,323427,327549,333886,341933,350972,362587,375402,385450,394855
50,3,5,12,83,Florida,Marion County,331298,331299,331340,332275,333900,335117,338057,342335,347767,353717,359977
50,3,5,12,85,Florida,Martin County,146318,146852,146916,147865,148983,151144,153153,155624,158426,159792,160912
50,3,5,12,86,Florida,Miami-Dade County,2496435,2498013,2507065,2569856,2602184,2635640,2660389,2688156,2722574,2744878,2761581
50,3,5,12,87,Florida,Monroe County,73090,73090,73220,73963,74568,75834,76284,76696,76982,76636,75027
50,3,5,12,89,Florida,Nassau County,73314,73310,73513,74139,74512,75384,76253,77930,80009,82864,85832
50,3,5,12,91,Florida,Okaloosa County,180822,180825,180715,183088,189761,192697,194633,197839,200260,203684,207269
50,3,5,12,93,Florida,Okeechobee County,39996,39996,40028,39871,39718,39491,39581,39836,40716,41188,41537
50,3,5,12,95,Florida,Orange County,1145956,1145954,1148593,1170526,1202594,1227642,1256908,1290639,1324843,1352933,1380645
50,3,5,12,97,Florida,Osceola County,268685,268683,269841,278637,288908,299304,311137,323578,337730,352661,367990
50,3,5,12,99,Florida,Palm Beach County,1320134,1320135,1323648,1336720,1355058,1376716,1399039,1424685,1451384,1470338,1485941
50,3,5,12,101,Florida,Pasco County,464697,464703,465486,466428,469641,474388,483465,494919,509929,525021,539630
50,3,5,12,103,Florida,Pinellas County,916542,916804,916424,918380,921647,928488,936517,947535,960737,969305,975280
50,3,5,12,105,Florida,Polk County,602095,602098,603128,609943,615486,622712,634520,648758,666236,685830,708009
50,3,5,12,107,Florida,Putnam County,74364,74368,74207,73639,72912,72362,71968,71935,72378,73385,74163
50,3,5,12,109,Florida,St. Johns County,190039,190034,191243,196088,202061,209449,217865,226464,234996,243928,254261
50,3,5,12,111,Florida,St. Lucie County,277789,277255,278270,280420,282974,285370,290146,297442,305837,313400,321128
50,3,5,12,113,Florida,Santa Rosa County,151372,151371,152908,155722,158189,160389,162669,166231,169892,174069,179349
50,3,5,12,115,Florida,Sarasota County,379448,379435,379937,382223,386465,389997,396445,404842,413027,419689,426718
50,3,5,12,117,Florida,Seminole County,422718,422713,423057,426307,430539,435531,441453,448246,455665,462236,467832
50,3,5,12,119,Florida,Sumter County,93420,93420,94278,97972,101674,106908,112245,117070,121995,124933,128754
50,3,5,12,121,Florida,Suwannee County,41551,41555,42330,43360,43531,43584,43784,43671,43837,44136,44191
50,3,5,12,123,Florida,Taylor County,22570,22571,22590,22656,22753,22868,22579,22360,22115,21815,21623
50,3,5,12,125,Florida,Union County,15535,15535,15544,15299,15258,15162,15260,15274,15252,15469,14940
50,3,5,12,127,Florida,Volusia County,494593,494596,494445,494421,496537,500474,506786,516918,528747,538180,547538
50,3,5,12,129,Florida,Wakulla County,30776,30783,30825,30970,30852,30999,31410,31522,31893,32101,32461
50,3,5,12,131,Florida,Walton County,55043,55043,55211,55590,57186,59186,61183,63048,65410,68275,71375
50,3,5,12,133,Florida,Washington County,24896,24896,24722,24507,24740,24503,24300,24561,24471,24618,24880
40,3,5,13,0,Georgia,Georgia,9687653,9688709,9711810,9801578,9901496,9973326,10069001,10181111,10304763,10413055,10519475
50,3,5,13,1,Georgia,Appling County,18236,18236,18333,18458,18388,18375,18476,18423,18424,18438,18507
50,3,5,13,3,Georgia,Atkinson County,8375,8382,8366,8360,8254,8266,8218,8344,8252,8215,8297
50,3,5,13,5,Georgia,Bacon County,11096,11089,11055,11139,11142,11168,11175,11242,11301,11236,11185
50,3,5,13,7,Georgia,Baker County,3451,3451,3435,3315,3376,3351,3292,3196,3186,3180,3092
50,3,5,13,9,Georgia,Baldwin County,45720,45840,45701,45173,46511,46180,45914,45542,45231,44921,44823
50,3,5,13,11,Georgia,Banks County,18395,18375,18406,18244,18128,18217,18223,18378,18321,18638,18988
50,3,5,13,13,Georgia,Barrow County,69367,69355,69677,69835,70130,71240,72853,74964,76965,78843,80809
50,3,5,13,15,Georgia,Bartow County,100157,100128,100087,100150,100287,100971,101291,102079,103340,104981,106408
50,3,5,13,17,Georgia,Ben Hill County,17634,17637,17623,17566,17580,17429,17430,17334,17216,17001,16787
50,3,5,13,19,Georgia,Berrien County,19286,19291,19361,19377,19162,19059,18815,18975,18972,19113,19252
50,3,5,13,21,Georgia,Bibb County,155547,155795,155810,156160,156610,155036,154333,153948,153180,152892,153095
50,3,5,13,23,Georgia,Bleckley County,13063,13063,13033,13078,12888,12740,12703,12705,12856,12775,12838
50,3,5,13,25,Georgia,Brantley County,18411,18414,18465,18545,18513,18241,18349,18416,18376,18767,18897
50,3,5,13,27,Georgia,Brooks County,16243,16315,16247,15982,15618,15654,15533,15680,15738,15648,15513
50,3,5,13,29,Georgia,Bryan County,30233,30215,30378,31267,32253,33035,33667,34792,35836,37019,38109
50,3,5,13,31,Georgia,Bulloch County,70217,70246,70562,72637,73112,71833,72671,73152,74708,76084,77296
50,3,5,13,33,Georgia,Burke County,23316,23311,23321,23489,23030,22812,22610,22620,22581,22518,22423
50,3,5,13,35,Georgia,Butts County,23655,23667,23758,23580,23413,23194,23314,23494,23709,24042,24193
50,3,5,13,37,Georgia,Calhoun County,6694,6697,6697,6624,6565,6596,6505,6531,6352,6399,6352
50,3,5,13,39,Georgia,Camden County,50513,50512,50660,50297,51341,51403,51918,52470,52438,53067,53677
50,3,5,13,43,Georgia,Candler County,10998,10995,11020,11202,11096,10953,10859,10867,10847,10725,10836
50,3,5,13,45,Georgia,Carroll County,110527,110580,110667,110727,111413,112276,113942,114467,116123,117458,118121
50,3,5,13,47,Georgia,Catoosa County,63942,63937,64081,64756,64868,65228,65477,65799,66294,66503,67420
50,3,5,13,49,Georgia,Charlton County,12171,12171,12852,13454,13350,13109,13052,13234,12838,12822,12968
50,3,5,13,51,Georgia,Chatham County,265128,265126,265792,271590,276134,277631,282197,285959,288633,289260,289195
